,Text,Target
186,"If you are an #educator, a leader in #education, and believe you are a protector of #BlackGenius, then @VillageofWisdom invites you to the Dream Manifesto. Learn from our team of Parent Researchers, listen to the #Dreamandments , a vision for what should and needs to be present in our public schools. We can no longer defer the dreams of , their parents and we must see a world where dreams become actions. Register here: ",0
187,I\xe2\x80\x99m excited to join ZestMoney as SDE II as Mobile Developer. I would love to apply my knowledge to the projects and would love to learn and grow more.\n\nI\xe2\x80\x99d like to thanks and for smooth interview process.\n\ncc: ,0
188,"Creativity is inventing, experimenting, growing, taking risks, breaking rules, making mistakes and having fun. ",0
189,"Hello,\nMyself Raj kumar patnaik this is my mother medical reports name Annuradha patnaik posted here to show my situation in this pandemic that i am serving notice period in my company as my company face financial crisis they have given me ultimatum & doctor for spinal cord operation of my mother.Guys i have insurance for my mother bcz she is all my life & I am only son not married till now by taking care for her. so I dnt want any medical expenses or financial help but very soon i will face financial problem because i dnt have any offer in hand right now & covid is on peak.\n\nGuys pls dnt ignore my post.i dnt post for any likes,comments till now 21st April 2021 not an standard job has offer to me nor an interview has been schedule through any network nor from any company.plz support me.Guys i have 10yrs exp in operations as an Area Operation Manager role can accept offer any bfsi/nbfc or any sector or for any Transaction banking or wholesale banking role.i am a quick learner guys in any role.\n\n.\ncontact-09040040208.\nlast ctc-6.5lac.p.a\nlocation-Bangalore,kolkatta,Bhubaneswar..\n# # ",0
190,"If folks want to learn more about Village of Wisdom and the work we will be leading. Also, here is a chance to learn more about my vision for #communitydriven research attend this event ",0
191,"We are so excited that Dawn Henderson aka. Professor X decided to join our team a few short weeks ago! We have already been in awe of her impact on the organization and cant wait to see what she has in store.\n\nCome to our Webinar on Tuesday and learn more about her plans to make impact through VOW!! """,0
192,"If you have complicated taxes (say, you\xe2\x80\x99re self-employed, or you have rental properties) or even if you simply hate doing your own taxes, finding a good tax preparer can be a huge help and relieve a lot of stress. Heres how to find the best tax preparer: """,0
193,I am lucky to be a part of my awesome team who built this app from scratch. In the start there was a lot of hurdles in development because of the Pandemic getting started but my team has grown stronger and we solved challenges together.\nKudos to Amazon. Its one of the finest workplace to learn. ,0
194,"When vanilla products didnt have real vanilla!\n\nThoughts? """,0
195,I just discovered this issue from this post. Serious steps should be taken by Unacademy and CodeChef against this kind of malpractice \xe2\x98\xb9\xef\xb8\x8f ,0
196,"It is a serious issue with CodeChefs Long Challenge, people openly post the solution videos, logic videos over Youtube explaining the method to solve a question and some actually providing the AC code.\nThis months Long Challenge just finished yesterday and videos explaining the solution have been uploaded a week back, the funny thing is, people prefer to go through the logic before the contest gets over than understanding the concept behind a question after the contest, lol.\nAC codes of ongoing contests are shared and being sold in so many groups over telegram and other platforms.\ncheck if you can reduce such kind of malpractices it is not only reducing your platforms authenticity and reliability but also creating a culture where people cheat openly and well deserving candidates dont get the opportunity. """,0
197,"Yesterday I decided to craft a free course majorly focusing on Backend technologies. I also created a poll for you to help me decide what technology you want to see in action. That poll is still live for 6 more days on this link\n\nIll take this time of 6 days to finalize a project Idea and creating a curriculum for the same.\n\nNow I request you to help me decide what project Idea you want me to develop from paper to production.\n\nFrom Paper to Production means:\n\n\xe2\x9c\x85 Ideate and brainstorm over different requirements, aspects, and possibilities of Idea\n\xe2\x9c\x85 Create ERD, HLD, DFD, etc (Minimal SRS Documents)\n\xe2\x9c\x85 Follow API/Schema first approach and create API Specs\n\xe2\x9c\x85 Develop (Backend & Frontend)\n\xe2\x9c\x85 Test\n\xe2\x9c\x85 Deploy on AWS\n\n\xf0\x9f\xa4\x9e\xf0\x9f\x8f\xbc\n.\n. """,0
198,"Hello everyone,\nI have successfully completed #task1 as a part of Data Science and Business Analytics internship at The Sparks Foundation\n\nTask-1: Prediction using Supervised ML\nPS: Predict the percentage of an student based on the no. of study hours.\n\nML Algorithm: Linear Regression\nLanguage: Python\nIDE: Jupyter Notebook\n\nGitHub Link:\n\nPlease drop your suggestions for improvement! """,0
199,"#TopicalSpot - Zomatos take on CREDs latest campaign featuring Rahul Dravid\n\n#MomentMarketing #IPL2021 """,0
200,I completed webinar on Machine Learning\xf0\x9f\x98\x8a\nThanks for this certificate\n#webinar ,0
201,Village of Wisdom changing the narrative also means tapping into our ancestral wisdom and reclaiming language #narrativechange if you thought this was something register for the Dream Maifesto https://lnkd.in/dfEJ9CB ,0
202,"Update: We had about 100 folks view the webinar live across different platforms. Check out the recording if you missed it at this link - https://lnkd.in/dPvEv84\n\n\nYall Im so excited we have +120 attendees registered for tomorrows webinar featuring our our work with and introducing our newest team member !\n\nThis brings us to the good problem to have of potentially hitting our Zoom seat max so if you join in tomorrow and cant get into the room head on over to the Livestream overflow :) at Youtube -\n\nOh, oh, oh!!!! And, we have a surprise announcement well be sharing tomorrow during the webinar... dont miss it! """,0
203,https://lnkd.in/dngjNx2\n\n#FOLLOW #SHARE #pharma ,0
204,"\xf0\x9d\x97\x9f\xf0\x9d\x97\xae\xf0\x9d\x98\x82\xf0\x9d\x97\xbb\xf0\x9d\x97\xb0\xf0\x9d\x97\xb5\xf0\x9d\x97\xb6\xf0\x9d\x97\xbb\xf0\x9d\x97\xb4 \xf0\x9d\x97\x9c\xf0\x9d\x97\xa9 \xf0\x9d\x97\x9f\xf0\x9d\x97\xb2\xf0\x9d\x97\xae\xf0\x9d\x97\xb4\xf0\x9d\x98\x82\xf0\x9d\x97\xb2!!\n\nAre you tired of giving interviews at multiple places?\n\nNow imagine, if all it took is one interview to open multiple doors and get you multiple tech profiles in super succesful startups showing amazing growth .\n\nWe make it possible. With InterviewVector, by cracking our interview you get referred to our entire customer portfolio.\n\nTo learn more - fill up the Google form mentioned in comments section and our HR team will contact you.\n\nCome, be a part of the \xf0\x9d\x97\x9c\xf0\x9d\x97\xa9 \xf0\x9d\x97\x9f\xf0\x9d\x97\xb2\xf0\x9d\x97\xae\xf0\x9d\x97\xb4\xf0\x9d\x98\x82\xf0\x9d\x97\xb2 :)\n\nP.S. Its not just about giving an interview - you also get actionable feedback from top professionals. """,0
205,"Hello Connections,\n\nI have successfully completed the 1st Task in Data Science and Business Analytics internship of Spark Foundation.\n\nTASK 1: PREDICTION USING SUPERVISED MACHINE LEARNING\n\nDescription: Predict the percentage of a student based on the no. of study hours.\n\nDataset:\n\nProgramming language: Python\n\nGitHub Link:\n\nYouTube Link:\n\nDo feel free to connect, comment, and share your valuable feedback! ",0
206,So today is Monday.\nMany of us will be working from home.\nBut sales team for many organisations will be on field.\nRegardless of the situation and pandemic they will be serving to their customers & consumers.\nI know this is a job and they have to do it.\nBut lets acknowledge and respect it.\nSales team is considered as frontline warriors and they will not let down anyone in any situation.\nPlease everyone take proper precautions.\nStay safe.\nWear mask all the time. ,0
207,Ethnic day at Office.\n\xe0\xa6\xb6\xe0\xa7\x81\xe0\xa6\xad \xe0\xa6\xa8\xe0\xa6\xac\xe0\xa6\xac\xe0\xa6\xb0\xe0\xa7\x8d\xe0\xa6\xb7 ,0
208,"Guess whats wrong in these screenshots ?\n\nA genuine Competitive programmer can easily guess.\n\nHint : See the submission times. """,0
209,"I am honored to begin my career in the semiconductor industry with the industry leader, TSMC!\n\nThis summer, I will begin 18 months of training as an Engineer in the Yield Enhancement Department (YED) in Tainan, Taiwan. In Taiwan, I will apply and grow my materials science knowledge using advanced characterization techniques to monitor and improve the most advanced manufacturing processes in the world.\n\nOnce training is completed, I will bring my knowledge and skills developed in Taiwan back to Phoenix, Arizona where my team and I will the launch the first TSMC chip fabrication facility in the United States. The cutting edge 5nm process (the first of its kind in the US) yields microchips with the highest performance & efficiency of any silicon technology in mass production. The future is now!\n\nThank you for every single person that has helped me in my academic and professional career and through the hiring process, I am incredibly humbled and grateful for your support. Special thanks to , , , , , , and (& many others!) ",0
210,"I am so proud of the company I work with #amazon ! So glad as we announce #AmazonIndia will cover the Covid-19 vaccine cost for over 10 lac individuals, including our employees, all our delivery associates, sellers , associates across operations, operations partner networks and their dependents !!\n\nStay Safe ! ",0
211,#poll #choice #inspire #vote ,0
212,"Completed the course ""Introduction to Linux"" by The Linux Foundation in edX . Developed a good working knowledge of Linux using both the graphical interface and command line, covering the major Linux distribution families. A big thanks to the course instructor . ",0
213,"We are #hiring. Know anyone who might be interested? You are welcome too (even if you are a fresher)!\n\nLookingfor #fulltime #contentwriter in #Economics for #academicwriting for our firm BeyondAvg.\n\nBe a part, to not just be an employee, but also learn skills for life (both professional and personal)!\n\nWe are looking for someone who:\n\n- Believes in before writing\n- Has thorough knowledge in and\n- Likes (the more interested you are in reading, the better writer you would be - ""our perception"")\n- plagiarism\n- Enjoys\n\nApart from the technicalities, expect, fun, transparency, and a team that stands by you through it all! :)\n\nSubject: Economics\nExpected Salary: 11k-18K (based on experience)\nIf interested mail your resume: ",1
214,"When I had my first bout of DEPRESSION I did not know how to deal with it.\n\nI was failing in whatever I did. It felt like I was travelling in a dark tunnel with no sign of sunlight. I was 21 years & nothing was working in my life. The harder I tried the more I failed. I stopped FIGHTing too hard, things slowly started to change. I came out of it.\n\nMy second bout of clinical depression happened a few years later, it was even worse. This time I lost weight, my appetite & felt like giving up. It felt maybe I was slowly dying within. I felt like I was living in a dark room with no windows & no doors. I decided to run away, I took a FLIGHT to a different city. I had a safe landing. The change in context changed everything.\n\nMy third bout of clinical depression was bad too. This time I had a sinking heart feeling, I was sulking & brooding. I was unable to come out of it, I tried everything. I was unaware that I was beginning to feel comfortable in darkness. I went to a DOCTOR & told him everything. The doctor gave me pills to eat. Within 2 weeks the medicine worked.\n\nMy last bout of depression was 7 years ago, I have come clean:)\n\nI realised the key was empathy to self.\nI never loved myself.\n\nAre you loving yourself?\nDo you lack empathy for yourself? ",0
215,Hello everyone!!\n\nI am glad to share that I have completed my first task #task1 as a Web Development & Designing intern at The Sparks Foundation under Graduate Rotational Internship Program (GRIP).\n\nTask 1: Basic Banking System\n\nTask Submission link:---\n\nHere is my Github Resp link \xf0\x9f\x91\x87:\n\n\nMy Youtube video link \xf0\x9f\x91\x87:\n\n\nHere is my website link \xf0\x9f\x91\x87:\n\n\nI would like to thank Sparks Foundation for selecting me for their internship and allowing me to learn and improve through\n\nPlease feel free to comment with your valuable feedback\xe2\x9a\xa1. ,0
216,Comment #Interested\nGovt of India is hiring!\nPositions:Associate and Interns\n\nWe will share the details soon! ,1
217,"Music video, created with help of #AI (JukeBox). ",0
218,The Caribbean island of St Vincent has been rocked by a series of volcanic eruptions after laying dormant for 42 years.\n#ReutersGraphics #CaribbeanVolcano https://lnkd.in/gyxp92R ,0
219,"Found out https://referplease.com as a nice job referral board. Seems very recently made, not a lot of listings on it, but I like the neat and tidy approach without too many bells and whistles. ",1
220,"Why Should You Join A Batch With Structured Learning Path And Doubt Support | Sonia Motwani\n\nSonia Motwani will be going live today at 9:30 PM to give you all the information about Why You Should Join A Batch With Structured Learning Path And Doubt Support.\n\nBatch Link:\n\nLink to learn Competitive Programming from the top educators of CodeChef for FREE:\n\nUnacademy Subscription Benefits:\n\n1. Learn from ICPC Finalists and alumni of top product companies like Google, FB and LinkedIn\n2. Year long batches with structured learning program\n3. One Subscription and Unlimited Access to every batch/ course in the platform\n4. LIVE and interactive classes- Get all your doubts addressed in these live classes\n5. Post class doubt assistance over Discord\n6. Extensive focus on problem solving\n\nYou know the drill, please like, share, and subscribe to stay updated about our upcoming videos! ",0
221,#cheggindia ,0
222,"I am spellbound by the Super Hero Mayur Shelke , a Central Railway employee, who saved a life of 6 years old , son of a blind mother fell down on Railway track under at Vangani Railway Station. Mayur could have died along with the boy as the speeding train was few seconds away from them. Hats off to him and Super Salutes. ",0
223,"Interview Question:\n\nQ) Why Array index starts from zero?\n\nAns:\n\nWhen we try to access an element from Array then internally it uses this formula\n\nBase Address + Index*Size Of(Datatype);\n\nSuppose Array index starts from one and base address of\n\nthe array is 100 then\n\ne.g.\n\nint[] arr={7, 3, 5, 6};\n\nAddress: 100 104 108 112\n\nSo when we try to access the first element then it acts\n\nlike,\n\n100+ 1*sizeof(int);\n\n100+ 4;\n\n104;\n\nThus, we cannot access the first element in the array if the Array index starts from 1. Thats why Array index starts from 0. """,0
224,"From Raising our first Cheque to building Data Sutram into one of the fastest-growing deep tech companies! It has been quite a journey!\n\nHear our , visit s Youtube Page:\n\nIt was great hearing s from the founders , , and ! """,0
225,"Recently , I found many posts about Leetcode on linkedin and about the positive feedback of that platform :)\n\nSo, I decided to give Leetcode contests a try ! They are fun :)\n\nGlad to share that I have finally crossed ""1800"" rating mark on Leetcode <3\n\nAll India Rank is somewhere close to 600, hope to reach top 100 soon.\n\n(Yup, I know my number of solved problems is way too low :p)\n\nBest strategy to improve at leetcode : ",0
226,Greetings Everyone!\n\n#50DaysJavascriptProjects\n\n: PASSWORD GENERATOR\nI am sharing the video and codes related to this project.\n\nProject link :\nGithub repository link : ,0
227,"On second thoughts,\nOne wouldn\t mind being stuck in traffic,\nIf one gets to see Rahul Dravid\s Anger issues.\n\nNevertheless, Optimise your route using Location Intelligence and avoid ""Angry Gundas"".\n\n\nSource: \s Great for the Good ",0
228,"During my intern last year, I worked way too hard. More than usual hours almost everyday, and even worked on weekends several times. Not because I was asked to (I was discouraged for it few times), but I felt I needed to, to get things done. Not sure if it could be completed or not the other way, but surely I was putting too much stress on work, and work only.\n\nAnd then this year, I do not even think of opening work laptop on weekends. Now I really like my time off work as well.\n\nWhy so much change?\nNot because I burned out myself or dislike the work now, but my priorities have evolved (so have I ofcourse XD). And I am much happier now tbh because now \xe2\x80\x9cme\xe2\x80\x9d and \xe2\x80\x9cwhat I do in career\xe2\x80\x9d is not same for me anymore. Feels like a good place to be at! ",0
229,"PayPal is hiring freshers (2020/2021 graduates only) for SDE role. People interested in applying can comment/message in there email id and graduation year.\n\nEDIT: People who have already applied for the role in the past kindly excuse. Thanks for the enormous response, due to the sheer number of emails I am not able to track all the responses, Requesting you to kindly apply at this link-> if you have not received any email till now.\n\nBelow is the brief description of the role and the location would be Chennai/Bangalore once offices reopen.\n\nJob responsibilities include:\n\xc2\xb7 Understanding of core products and the organization\n\xc2\xb7 Develop prototypes and simulations of innovative improvements to the services infrastructure and functionality\n\xc2\xb7 Focused on developing code. Code is well-commented and typically improves after one or more code reviews\n\xc2\xb7 Will be Involved in discussion with senior leader and architect about development plan and design; Produces code that is sufficiently supported by test units\n\xc2\xb7 Has a basic understanding of technical concepts required for specialized field ",1
230,"REDIRECT ANYONE?\n\nR \xe2\x80\x93 efocusing\nE \xe2\x80\x93 nergy &\nD \xe2\x80\x93 reams\nI \xe2\x80\x93 n\nR \xe2\x80\x93 estructuring\nE \xe2\x80\x93 xpectations,\nC \xe2\x80\x93 hanging\nT \xe2\x80\x93 rajectory\n\n, do you keep putting yourself out there applying/interviewing for jobs only to be shot down?\n\nWell, let\xe2\x80\x99s chat.\n\nJob seeking is a marathon, NOT a sprint.\n\nSome people land jobs ASAP; others take MOS/YRS.\n\nIt happens.\n\nCOVID is a game-changer; you need to get with the program if you\xe2\x80\x99re going to WIN.\n\n1st \xe2\x80\x93 Mindset\n\nPITY PARTIES Honor a Guest of One, & That\xe2\x80\x99s NOT the Party You Want to Host.\n\nFLUSH OUT YOUR HEADGEAR!\n\nYou Attract What You Project.\n\nNegativity Begets Negative Results.\n\nIf you want a change, you need to BE THE CHANGE!\n\nMindset molds your merriment.\n\nFocus on What You Have, NOT What You Don\xe2\x80\x99t.\n\nREJECTIONS Are Part of Life.\n\nAccept, Learn, Adapt, Grow, & Repeat.\n\n\xe2\x80\xa3Get a routine, do it religiously & well, & find enjoyment in that.\n\n\xe2\x80\xa3Serve another \xe2\x80\x93 Nothing is More Rewarding Than Helping Another Person in Need.\n\nBoth work!\n\nAccept what is.\n\nIf You Didn\xe2\x80\x99t Land That job, YOU Were Meant for Something BETTER.\n\nDon\xe2\x80\x99t Think It, KNOW IT!\n\nYOUR Mindset Is 100% in YOUR CONTROL; Recruiters Are NOT.\n\nRedirections Are Great Excuses to REFOCUS & RESTRUCTURE Your Expectations.\n\nNEW Attitude = NEW TRAJECTORY\n\nI am . ",0
231,"Random Tuesday Fact - \xf0\x9d\x90\x88\xf0\x9d\x90\x9f \xf0\x9d\x90\xb2\xf0\x9d\x90\xa8\xf0\x9d\x90\xae\xf0\x9d\x90\xab \xf0\x9d\x90\xa9\xf0\x9d\x90\xab\xf0\x9d\x90\xa8\xf0\x9d\x90\x9d\xf0\x9d\x90\xae\xf0\x9d\x90\x9c\xf0\x9d\x90\xad \xf0\x9d\x90\xb0\xf0\x9d\x90\xa8\xf0\x9d\x90\xab\xf0\x9d\x90\xa4\xf0\x9d\x90\xac, \xf0\x9d\x90\xb2\xf0\x9d\x90\xa8\xf0\x9d\x90\xae \xf0\x9d\x90\x9d\xf0\x9d\x90\xa8\xf0\x9d\x90\xa7\xf0\x9d\x90\xad \xf0\x9d\x90\xa7\xf0\x9d\x90\x9e\xf0\x9d\x90\x9e\xf0\x9d\x90\x9d \xf0\x9d\x90\x9a \xf0\x9d\x90\xa1\xf0\x9d\x90\xae\xf0\x9d\x90\xa0\xf0\x9d\x90\x9e \xf0\x9d\x90\xac\xf0\x9d\x90\x9a\xf0\x9d\x90\xa5\xf0\x9d\x90\x9e\xf0\x9d\x90\xac \xf0\x9d\x90\xad\xf0\x9d\x90\x9e\xf0\x9d\x90\x9a\xf0\x9d\x90\xa6 \xf0\x9d\x90\xad\xf0\x9d\x90\xa8 \xf0\x9d\x90\xa9\xf0\x9d\x90\xae\xf0\x9d\x90\xac\xf0\x9d\x90\xa1 \xf0\x9d\x90\xa2\xf0\x9d\x90\xad\n\nWisdom tidbit I heard from a potential customer.. who reached out to us..\nvia a referral from another customer.. """,0
232,"Do you want to work on cutting edge technology, solve unprecedented new problems, and have the ability to see the impact of your contributions on hundreds of thousands of customers across continents? Value Added Services team in Hyderabad, India, is developing a services platform which will make it possible for customers to purchase services with the same degree of convenience and flexibility as they have for products on Amazon. We are looking to hire smart and highly motivated engineers who will work towards launching the next wave of this disruptive services platform for Amazon.\nWe are currently hiring for SDE-1 and SDE-2 roles. Interested candidates can send their resumes to for referrals with Subject ""Amazon Referral - [SDE1/SDE2]"".\n\nNotes:\n1. Candidates with expertise in design and development of software products with minimum 2 years working experience from Tier 1/Tier 2/ Start-up organizations will be preferred for SDE II roles.\n2. 2019, 2020 graduates with strong Computer Science Fundamentals, 6+ months of experience in software product development will be considered for SDE I roles.\n3. 2021 graduates will not be eligible to apply for SDE I roles.\n4. Candidates who have applied in the last 6 months are not eligible. ",1
233,"\xf0\x9d\x90\x86\xf0\x9d\x90\xa2\xf0\x9d\x90\xaf\xf0\x9d\x90\x9e \xf0\x9d\x90\xab\xf0\x9d\x90\x9e\xf0\x9d\x90\xac\xf0\x9d\x90\xa9\xf0\x9d\x90\x9e\xf0\x9d\x90\x9c\xf0\x9d\x90\xad, \xf0\x9d\x90\xad\xf0\x9d\x90\x9a\xf0\x9d\x90\xa4\xf0\x9d\x90\x9e \xf0\x9d\x90\x91\xf0\x9d\x90\x9e\xf0\x9d\x90\xac\xf0\x9d\x90\xa9\xf0\x9d\x90\x9e\xf0\x9d\x90\x9c\xf0\x9d\x90\xad \xf0\x9d\x90\x9e\xf0\x9d\x90\xa5\xf0\x9d\x90\xac\xf0\x9d\x90\x9e \xf0\x9d\x90\x86\xf0\x9d\x90\x8e\xf0\x9d\x90\x8e\xf0\x9d\x90\x83 \xf0\x9d\x90\x81\xf0\x9d\x90\x98\xf0\x9d\x90\x84\n\n\xf0\x9d\x90\xaf\xf0\x9d\x90\xa9\xf0\x9d\x90\xa2\xf0\x9d\x90\xa7 \xf0\x9d\x90\xa0\xf0\x9d\x90\xa8 \xf0\x9d\x90\x9a\xf0\x9d\x90\xa7\xf0\x9d\x90\x9d \xf0\x9d\x90\xab\xf0\x9d\x90\x9e\xf0\x9d\x90\xaf\xf0\x9d\x90\xa2\xf0\x9d\x90\x9e\xf0\x9d\x90\xb0 \xf0\x9d\x90\xa6\xf0\x9d\x90\xb2 \xf0\x9d\x90\xab\xf0\x9d\x90\x9e\xf0\x9d\x90\xac\xf0\x9d\x90\xae\xf0\x9d\x90\xa6\xf0\x9d\x90\x9e \xf0\x9d\x90\x9a\xf0\x9d\x90\xa7\xf0\x9d\x90\x9d \xf0\x9d\x90\x9d\xf0\x9d\x90\xa8 \xf0\x9d\x90\xa2\xf0\x9d\x90\xad \xf0\x9d\x90\xa2 \xf0\x9d\x90\x9a\xf0\x9d\x90\xa6 \xf0\x9d\x90\xac\xf0\x9d\x90\xa8 \xf0\x9d\x90\x9b\xf0\x9d\x90\xb3\xf0\x9d\x90\xb2 \xf0\x9d\x90\x9a\xf0\x9d\x90\xa7\xf0\x9d\x90\x9d \xf0\x9d\x90\xb0\xf0\x9d\x90\xa1\xf0\x9d\x90\xab\xf0\x9d\x90\x9e\xf0\x9d\x90\x9e \xf0\x9d\x90\x9a\xf0\x9d\x90\x9e\xf0\x9d\x90\xab\xf0\x9d\x90\x9e \xf0\x9d\x90\xb2\xf0\x9d\x90\xa2\xf0\x9d\x90\xae \xf0\x9d\x90\x9f\xf0\x9d\x90\xab\xf0\x9d\x90\xa6\n\nThis is the message I received on LinkedIn from a so called educated professional and I BLOCKED\n\nYou can see his way of writing message even he cant write a correct SPELLING of name and cant even know WHERE Im from which is all good written in MY PROFILE\n\nFYI, I am not your slave neither Im disrespecting anyone nor Im asking you to come for the guidance of resume preparation\n\nIm sharing my knowledge and expertise to help and empower others to bring back on their feet\n\n\xf0\x9d\x90\x88\xf0\x9d\x90\x9f \xf0\x9d\x90\xb2\xf0\x9d\x90\xa8\xf0\x9d\x90\xae \xf0\x9d\x90\x9d\xf0\x9d\x90\xa8\xf0\x9d\x90\xa7\xf0\x9d\x90\xad \xf0\x9d\x90\xa1\xf0\x9d\x90\x9a\xf0\x9d\x90\xaf\xf0\x9d\x90\x9e \xf0\x9d\x90\x9e\xf0\x9d\x90\xad\xf0\x9d\x90\xa2\xf0\x9d\x90\xaa\xf0\x9d\x90\xae\xf0\x9d\x90\x9e\xf0\x9d\x90\xad\xf0\x9d\x90\xad\xf0\x9d\x90\x9e\xf0\x9d\x90\xac \xf0\x9d\x90\xa1\xf0\x9d\x90\xa8\xf0\x9d\x90\xb0 \xf0\x9d\x90\xad\xf0\x9d\x90\xa8 \xf0\x9d\x90\x9a\xf0\x9d\x90\xa9\xf0\x9d\x90\xa9\xf0\x9d\x90\xab\xf0\x9d\x90\xa8\xf0\x9d\x90\x9a\xf0\x9d\x90\x9c\xf0\x9d\x90\xa1 \xf0\x9d\x90\xac\xf0\x9d\x90\xa8\xf0\x9d\x90\xa6\xf0\x9d\x90\x9e\xf0\x9d\x90\xa8\xf0\x9d\x90\xa7\xf0\x9d\x90\x9e \xf0\x9d\x90\xad\xf0\x9d\x90\xa1\xf0\x9d\x90\x9e\xf0\x9d\x90\xa7 \xf0\x9d\x90\xa4\xf0\x9d\x90\xa2\xf0\x9d\x90\xa7\xf0\x9d\x90\x9d\xf0\x9d\x90\xa5\xf0\x9d\x90\xb2 \xf0\x9d\x90\x9d\xf0\x9d\x90\xa8\xf0\x9d\x90\xa7\xf0\x9d\x90\xad \xf0\x9d\x90\x9b\xf0\x9d\x90\xa8\xf0\x9d\x90\xad\xf0\x9d\x90\xa1\xf0\x9d\x90\x9e\xf0\x9d\x90\xab \xf0\x9d\x90\xa6\xf0\x9d\x90\x9e \xf0\x9d\x90\xb0\xf0\x9d\x90\xa2\xf0\x9d\x90\xad\xf0\x9d\x90\xa1 \xf0\x9d\x90\xb2\xf0\x9d\x90\xa8\xf0\x9d\x90\xae\xf0\x9d\x90\xab \xf0\x9d\x90\xae\xf0\x9d\x90\xa7\xf0\x9d\x90\xa9\xf0\x9d\x90\xab\xf0\x9d\x90\xa8\xf0\x9d\x90\x9f\xf0\x9d\x90\x9e\xf0\x9d\x90\xac\xf0\x9d\x90\xac\xf0\x9d\x90\xa2\xf0\x9d\x90\xa8\xf0\x9d\x90\xa7\xf0\x9d\x90\x9a\xf0\x9d\x90\xa5 \xf0\x9d\x90\xa6\xf0\x9d\x90\x9e\xf0\x9d\x90\xac\xf0\x9d\x90\xac\xf0\x9d\x90\x9a\xf0\x9d\x90\xa0\xf0\x9d\x90\x9e\xf0\x9d\x90\xac, \xf0\x9d\x90\x88\xf0\x9d\x90\xaf\xf0\x9d\x90\x9e \xf0\x9d\x90\xa6\xf0\x9d\x90\xa2\xf0\x9d\x90\xa5\xf0\x9d\x90\xa5\xf0\x9d\x90\xa2\xf0\x9d\x90\xa8\xf0\x9d\x90\xa7 \xf0\x9d\x90\x9b\xf0\x9d\x90\x9e\xf0\x9d\x90\xad\xf0\x9d\x90\xad\xf0\x9d\x90\x9e\xf0\x9d\x90\xab \xf0\x9d\x90\xad\xf0\x9d\x90\xa1\xf0\x9d\x90\xa2\xf0\x9d\x90\xa7\xf0\x9d\x90\xa0\xf0\x9d\x90\xac \xf0\x9d\x90\xad\xf0\x9d\x90\xa8 \xf0\x9d\x90\x9d\xf0\x9d\x90\xa8 \xf0\x9d\x90\x9f\xf0\x9d\x90\xa8\xf0\x9d\x90\xab \xf0\x9d\x90\xa8\xf0\x9d\x90\xad\xf0\x9d\x90\xa1\xf0\x9d\x90\x9e\xf0\x9d\x90\xab\xf0\x9d\x90\xac\n\nIve so many other people who knows the value that Im providing them to achieve their Dream Career, theyre really good and I appreciate them immensely and vice versa\n\nconnect/follow if youre struggling to get Interview Offers, I welcome everyone """,0
234,"I Want A Tier - 3 College YouTuber To Say\n""College Doesn\t Matters"" \xf0\x9f\x99\x8c\xf0\x9f\x91\x80\n\nWe\ve Long Way On YouTube Listening To All Big YouTubers From IITs/NITs/NSUT/BITS Saying ""College Doesn\t Matters"" But Deep Down They Know The Tag & Kind Of Career Security They Feel Is Most Prime thing which they never tell ! ",0
235,"Hello, network!\nI am looking for a passionate and driven UX Designer to 10x the impact of my team!\n\nIf you are or know of a product designer who is inspired by our passion for helping people get jobs, has strong customer empathy, excels at product design and usability, looking for a strong and supportive working group, thrives in fun and fast paced creative environment, then look no further! Please reach out to me or () to find out more about the role! ",1
236,Sometimes I feel that colleges are just getting in the way of our other plans. You aim and then you are handed over an assignment.\n#college #collegestudent #collegelife ,0
237,"Google has a market capital of more than $1.4 Trillion now.\n\nEach day Google receives 3.5 Billion searches which adds up to 1.2 Trillion every year.\n\nBut Do you know how Google Search works?\nLets find out in just 4 steps:\n\n1. Crawling - Crawlers like Googlebot look at publicly available webpages and bring data about those webpages back to Googles server.\n\n2. Indexing - Google index includes all info about words & their geographical location.\nWhen we search, at the most basic level, their algorithms look up our search terms in the index to find the appropriate pages.\n\n3. Algorithms- Google uses PageRank Algorithm which rely on more than 200 unique signals including\nkey terms on website\nFreshness of content\nYour Region etc.\n\n4. Spam Filter - Google flags the spam sites which tries to be on the top of search results through techniques like repeating keywords over and over, buying links that pass PageRank or putting invisible text on the screen.\n\n& Voila!\nGoogle gives you the information you want in the fastest time possible.\n\nwhat do you think? what will be the future of search?\n\nmore information: """,0
238,"Samsung Ads is proud to rank in the top 3 of market leaders in data and analytics that are relevant to the buying/planning community, based on The Myers Report recent survey of 700 Advertiser and Agency executives. Click below to read more. ",0
